Campaign_Name,Channel,Spend,Impressions,Clicks,Conversions,Revenue,Start_Date,End_Date,Campaign_Type,Region
Castillo-Collins,Search Engine,2021.76,113794,7943,973,19743.74,2022-12-05,2023-09-12,Awareness,Europe
Gomez-Smith,Email,518.01,15698,1642,323,15483.44,2023-06-26,2023-11-22,Conversion,Europe
Castro Ltd,TV,4634.85,247923,11758,566,57684.39,2024-06-06,2024-08-04,Awareness,India
"Howe, Wallace and Graves",Search Engine,3369.73,192611,27039,4149,93807.46,2023-11-21,2024-03-22,Retargeting,Europe
"Hartman, Kirk and Olson",Social Media,2458.05,169975,6709,957,92217.72,2023-12-12,2024-05-30,Awareness,North America
Rivera Ltd,Email,428.37,22639,1163,332,11995.12,2024-07-21,2024-11-22,Retargeting,Europe
"Mccullough, Hood and Smith",Search Engine,3264.29,160907,21681,2348,227411.07,2023-07-06,2023-10-20,Conversion,India
Small-Owens,TV,1254.98,79609,1348,38,1033.44,2022-05-06,2024-08-02,Retargeting,India
Kennedy and Sons,Search Engine,2653.6,183292,7788,1373,62004.89,2022-01-09,2023-02-22,Retargeting,India
"Black, Rhodes and Duarte",Radio,2502.89,164425,6502,464,27444.33,2022-03-26,2024-10-02,Retargeting,India
Kennedy LLC,Email,915.92,28096,4758,939,27900.37,2023-03-18,2024-11-30,Awareness,India
"Crane, Higgins and Mullen",TV,3037.82,235735,3130,159,12180.47,2021-12-03,2024-03-17,Awareness,Asia
Chung-Oliver,Social Media,1827.68,63744,5649,312,8176.96,2022-12-01,2023-12-01,Retargeting,Europe
Smith-Salas,Social Media,1245.35,85613,8972,1266,34161.38,2023-07-05,2024-07-08,Awareness,Asia
Williamson PLC,Search Engine,2993.99,142680,6822,1841,29131.93,2022-03-12,2022-05-12,Conversion,Asia
Edwards and Sons,Email,471.94,15424,1940,323,9621.38,2024-10-23,2024-10-23,Awareness,India
Juarez-York,TV,4745.46,277528,8351,340,34322.84,2022-06-09,2023-07-01,Awareness,South America
Jenkins-Ray,Email,576.75,34629,3230,689,19540.17,2023-12-31,2024-01-31,Awareness,India
"Barton, Smith and Martinez",Social Media,1067.37,63923,3753,444,9595.62,2023-10-21,2024-11-06,Retargeting,Asia
Reilly PLC,Radio,1454.15,86293,2170,86,9039.5,2021-12-07,2023-02-03,Retargeting,Asia
Smith Inc,TV,1319.84,73096,1927,65,3136.25,2023-11-09,2024-04-04,Retargeting,Europe
Wood and Sons,Radio,4427.08,341199,12143,842,24644.46,2023-08-14,2024-06-04,Awareness,South America
Walton Inc,TV,1889.69,184509,2737,123,8467.08,2023-07-24,2023-09-04,Awareness,Asia
White and Sons,Radio,2158.22,117114,4739,464,26324.49,2022-12-26,2023-08-22,Awareness,Europe
Gonzalez-Wilcox,Social Media,2644.71,201902,5031,861,65287.38,2024-03-17,2024-12-06,Conversion,Asia
"Long, Griffin and Ellis",Social Media,2782.76,152581,7132,665,40332.23,2024-04-05,2024-07-15,Conversion,Asia
Peters Inc,Radio,2401.8,220581,5620,338,30768.4,2021-11-24,2023-10-22,Awareness,Asia
Benson and Sons,Radio,4276.64,311018,15296,906,76148.0,2022-09-14,2022-11-07,Conversion,India
"Myers, Cook and Li",Social Media,2542.58,118815,9485,1861,122367.25,2023-09-08,2024-08-23,Conversion,India
"Levine, Jennings and King",TV,5199.08,326916,15673,1051,73343.94,2024-09-18,2024-09-28,Awareness,India
"Branch, Harvey and Baker",TV,1661.2,136882,4596,247,23683.4,2023-11-30,2024-05-19,Retargeting,South America
Combs Inc,Radio,1279.4,67887,2715,84,5176.44,2024-05-14,2024-11-15,Conversion,India
Sandoval-Hansen,TV,2675.81,150397,5605,450,13359.26,2022-01-11,2022-06-06,Awareness,Asia
"Berry, Soto and Young",Email,800.46,37875,6159,818,32651.26,2023-11-17,2024-04-09,Conversion,Europe
"Stewart, Thomas and Wiggins",TV,3379.24,274279,10928,1133,111707.56,2024-07-31,2024-12-14,Retargeting,North America
Martin-Kennedy,TV,2926.01,233368,8211,735,56627.4,2023-12-24,2024-03-10,Retargeting,North America
Williams-Banks,Social Media,2584.65,109560,4118,212,7924.32,2022-04-22,2023-02-20,Retargeting,Asia
Morales PLC,TV,2413.25,133336,6576,781,48605.76,2023-07-30,2023-08-15,Retargeting,Europe
"Marshall, Hernandez and Rice",Email,213.55,11579,1211,260,15612.47,2023-11-04,2023-11-19,Awareness,Europe
Bradshaw-Johnson,Radio,2477.12,109867,4651,296,23074.93,2023-07-08,2024-02-01,Retargeting,Europe
Berry-Pacheco,Social Media,1338.43,70972,2381,438,44551.3,2022-10-26,2022-11-15,Conversion,Europe
Bryan-Carter,Email,547.38,26590,2263,359,32186.52,2024-01-30,2024-07-12,Conversion,India
"Sullivan, Smith and Williams",TV,3787.34,174543,2231,142,10856.23,2022-02-09,2023-08-23,Conversion,Europe
"Parker, Oneill and Burns",Social Media,519.74,35031,2339,214,21538.86,2022-12-28,2023-06-17,Awareness,South America
Curtis PLC,Email,467.94,16533,1194,177,3856.14,2022-08-17,2023-07-02,Awareness,India
"Hernandez, Singleton and Robinson",Search Engine,3255.84,186469,20811,5069,213927.65,2023-08-06,2024-08-13,Conversion,South America
Kelly Group,Radio,3903.72,239426,3918,331,11297.07,2024-05-19,2024-08-31,Awareness,South America
Forbes LLC,Email,786.96,36446,1751,299,21772.89,2022-11-27,2022-12-05,Awareness,Europe
Guerrero-Collins,Social Media,1492.37,87331,3380,181,5216.78,2024-02-26,2024-08-29,Retargeting,Asia
Zamora PLC,Social Media,1966.76,169827,10963,1170,41635.54,2024-04-16,2024-04-21,Awareness,Europe
Jones-Curry,Email,708.99,39657,1504,220,9286.42,2023-03-25,2023-12-10,Awareness,North America
Thomas-Lopez,Radio,1570.67,123422,3337,119,8989.05,2022-04-23,2023-06-14,Retargeting,South America
Krause-Garrett,Radio,2879.63,284931,4407,321,3469.35,2024-01-03,2024-03-16,Conversion,South America
"Haynes, Jackson and Gibbs",TV,1865.84,148236,2788,200,10270.49,2024-08-08,2024-09-13,Retargeting,South America
Cameron-Harris,Search Engine,3374.37,151284,9299,1311,36918.8,2023-05-24,2024-05-25,Conversion,North America
Schneider-Pace,Radio,10398.44,277912,14351,643,718.2,2022-02-11,2023-06-09,Awareness,Europe
Smith-Maxwell,TV,3418.63,278453,9606,413,35435.17,2024-09-23,2024-10-11,Conversion,Europe
Perez and Sons,TV,3096.38,157275,5970,172,14232.23,2023-09-21,2024-09-26,Retargeting,North America
"Garrison, Gonzalez and Barrett",Email,674.89,23378,3697,677,44061.92,2022-07-16,2024-02-20,Awareness,India
Goodwin-Harrison,Social Media,1204.22,73949,4551,675,43080.17,2023-06-10,2024-05-08,Retargeting,Europe
"Rogers, Smith and Norman",Radio,4535.55,241325,8316,682,61436.02,2022-09-12,2023-10-19,Conversion,Asia
Baker PLC,Radio,4380.81,283958,9887,364,17470.12,2023-01-16,2023-08-26,Conversion,North America
"Greene, Oconnor and Landry",Email,876.25,59027,7314,1812,47271.34,2022-07-06,2024-02-28,Conversion,North America
"Haney, Conner and Brown",Search Engine,3346.99,194974,18887,2780,198397.52,2024-06-09,2024-11-25,Retargeting,South America
"Kennedy, Gonzalez and Johnson",Email,411.0,12906,780,150,15533.38,2023-02-26,2024-03-08,Retargeting,Europe
Bennett Inc,TV,1088.8,70834,3803,329,22002.24,2022-07-30,2024-06-22,Retargeting,Asia
Solis Ltd,Social Media,1185.93,67160,6686,965,90437.25,2022-12-13,2023-08-29,Retargeting,Europe
Norton Group,TV,3141.27,251696,12126,1289,103285.8,2023-02-20,2023-03-07,Retargeting,Europe
"Hester, Brown and Shepherd",Social Media,918.9,42936,1291,238,16188.01,2024-06-28,2024-09-07,Conversion,India
Allen LLC,Social Media,2173.17,122391,8058,478,9651.18,2022-09-06,2023-10-27,Awareness,South America
Lane LLC,Search Engine,15037.93,163240,8637,1966,25485.5,2023-12-06,2024-11-10,Awareness,Europe
"Norris, Gonzalez and Short",Social Media,2808.58,224958,15553,1298,35844.67,2023-11-12,2024-04-15,Retargeting,Europe
Parker LLC,Social Media,2320.1,108824,3909,295,6119.56,2022-12-16,2023-03-04,Conversion,India
"Abbott, Ramos and Willis",Radio,3405.77,326146,14893,730,51514.29,2024-02-24,2024-07-22,Awareness,Europe
Burns-Smith,Social Media,1814.67,130222,8598,1636,94331.78,2022-12-04,2024-11-27,Awareness,South America
Silva-Campbell,TV,2308.56,140633,6404,198,14510.55,2022-02-10,2024-09-25,Conversion,Europe
"Burke, Sanders and Cox",Radio,3937.77,205855,7670,683,55532.74,2024-01-12,2024-02-09,Awareness,North America
Brown-Arellano,Social Media,837.68,46346,3467,506,31096.28,2022-08-26,2024-11-23,Conversion,North America
"Alexander, Rubio and Scott",Email,409.38,16708,2174,409,9665.44,2022-08-11,2023-07-04,Retargeting,India
"Scott, Morris and Edwards",Social Media,2509.67,192073,6651,755,47159.88,2022-10-08,2024-09-22,Retargeting,Asia
"Johnston, Downs and Smith",Radio,3409.91,286357,13263,498,26376.75,2024-07-28,2024-09-14,Retargeting,Europe
Taylor-Franklin,Search Engine,3167.79,195401,17290,4326,231942.39,2021-12-05,2022-07-09,Awareness,Asia
Russell PLC,Email,191.73,5765,543,77,6577.92,2024-01-15,2024-02-09,Retargeting,India
Flores-Hughes,Email,339.47,16461,1827,557,44996.49,2023-09-04,2024-12-02,Retargeting,North America
Lopez LLC,Radio,4472.74,367912,7657,367,22232.12,2022-01-31,2022-09-27,Conversion,India
Thompson-Riddle,Social Media,2280.65,174555,10051,1599,79761.77,2023-04-27,2023-10-29,Conversion,South America
"Roberts, Day and Shah",Social Media,1464.47,109971,4170,295,8129.98,2022-10-04,2023-12-09,Awareness,India
Erickson-Brown,Email,527.37,24028,2139,287,16929.49,2023-05-13,2023-12-27,Awareness,Asia
"Hopkins, Jacobs and Martin",TV,4929.13,500024,6072,415,27085.52,2022-02-20,2024-01-08,Retargeting,Asia
"Rivera, Bennett and Hill",TV,2172.79,110539,5681,350,23644.26,2024-01-04,2024-06-07,Awareness,South America
Hanna Ltd,Search Engine,2418.89,125689,16166,1381,60584.21,2023-11-07,2024-03-11,Retargeting,India
Elliott Group,TV,3515.4,239131,4789,105,9943.86,2024-07-20,2024-12-14,Conversion,North America
"Chan, Acosta and Nguyen",Radio,1469.33,124767,4537,464,31548.99,2021-11-26,2023-11-05,Retargeting,South America
Nelson Group,Radio,3266.12,287761,5413,274,15904.86,2024-08-25,2024-10-27,Awareness,South America
Dudley-Bennett,TV,3471.8,385347,8710,215,14312.34,2023-05-12,2024-08-18,Conversion,North America
Brady PLC,Search Engine,2655.4,130617,11046,2741,202096.12,2024-04-24,2024-10-26,Awareness,India
Mendez Ltd,TV,3767.7,357502,8798,205,9093.53,2024-04-28,2024-11-07,Retargeting,South America
Barajas and Sons,Radio,5147.02,347191,8220,283,11735.63,2023-05-17,2023-09-01,Conversion,North America
Lawrence-Allen,Radio,1643.61,135518,2852,122,3416.08,2022-03-17,2022-03-25,Awareness,South America
"Murray, Hayes and Newton",Radio,1995.33,160880,4905,508,9429.94,2024-05-18,2024-12-10,Conversion,Europe
Murphy Inc,Email,607.95,30950,2354,551,20680.32,2024-10-20,2024-12-09,Conversion,India
"Anderson, Briggs and Cowan",TV,2661.0,180445,3461,244,22385.67,2022-08-04,2024-01-24,Awareness,Europe
Cannon-Montoya,TV,3910.84,427400,15009,627,37593.13,2023-03-19,2023-04-17,Conversion,India
Warren Group,TV,1389.04,85727,2904,89,4566.14,2023-05-22,2024-11-03,Retargeting,North America
Marshall-Ward,Social Media,1351.08,77606,7771,680,29527.13,2023-12-02,2024-09-26,Awareness,Europe
"Bender, Lopez and Solomon",Radio,1712.61,122760,2559,104,7492.97,2022-06-29,2024-06-30,Retargeting,South America
Hall-Torres,Search Engine,3737.27,171158,20013,5458,467303.15,2024-06-23,2024-10-17,Conversion,India
Johnson-Thomas,Radio,3109.21,237908,3643,165,6362.74,2024-10-26,2024-10-27,Conversion,North America
"Moore, Rodriguez and Garcia",Email,291.03,11774,1486,233,15019.94,2022-06-24,2024-01-04,Retargeting,North America
"Washington, Skinner and Romero",Social Media,1567.31,68530,5246,330,27426.88,2023-07-16,2023-08-24,Retargeting,South America
Moreno-Scott,TV,4410.08,380443,16488,674,46516.51,2022-10-05,2024-12-05,Awareness,South America
"Hunter, Snyder and Evans",Search Engine,1807.33,92750,5459,1255,18409.81,2023-01-21,2023-12-08,Awareness,India
Kim-Conner,TV,2299.44,139082,4207,279,13901.3,2024-02-26,2024-12-09,Awareness,India
Love LLC,Email,868.73,50737,5188,1604,129689.25,2023-01-28,2024-10-06,Awareness,Asia
Gill-Brooks,Search Engine,2045.85,94104,15414,1397,149129.34,2024-01-23,2024-11-26,Conversion,Asia
Santos-Miller,Search Engine,1336.27,46581,2241,353,35447.51,2022-01-25,2023-06-21,Retargeting,Europe
Hunt LLC,Radio,1726.96,84904,1061,23,813.45,2024-05-11,2024-07-13,Retargeting,India
Sweeney Group,Email,462.64,20168,3095,774,59850.78,2023-07-09,2024-07-06,Conversion,Europe
Hutchinson PLC,Radio,18119.15,305243,16064,1105,8422.89,2022-07-16,2023-07-19,Retargeting,India
"Matthews, Anderson and Tapia",Radio,4181.37,331647,7121,531,24447.19,2024-07-05,2024-11-15,Retargeting,India
Baxter and Sons,Search Engine,3625.85,204646,23438,4339,423997.33,2023-03-11,2023-04-08,Awareness,South America
"Chavez, Ball and Palmer",Email,385.86,13938,1872,402,9071.2,2024-10-05,2024-10-31,Retargeting,Europe
"Giles, Walker and Adkins",Social Media,1614.19,63799,3837,691,41132.39,2022-09-20,2022-09-29,Conversion,North America
"Rivas, Bright and Marshall",TV,3757.73,274008,10831,825,47029.22,2023-01-07,2024-11-05,Awareness,South America
"Garrett, Sandoval and Reese",Social Media,1387.11,98092,4720,855,68598.27,2023-04-14,2023-10-16,Conversion,Europe
Jackson PLC,Radio,4760.11,257276,10702,294,25012.55,2023-03-30,2023-10-02,Retargeting,Asia
Gordon-Lyons,Social Media,1649.6,113736,7947,916,41655.54,2023-05-26,2023-07-14,Retargeting,Europe
Lee and Sons,Email,332.91,22011,1586,355,8665.91,2022-09-02,2022-10-02,Conversion,North America
Lopez-Frost,Search Engine,1659.8,89169,8813,1276,124422.09,2023-07-25,2023-08-06,Retargeting,South America
"Harrison, Atkins and Garza",TV,5448.13,384479,20697,1968,39902.25,2023-03-13,2023-09-17,Conversion,North America
"Spencer, Jackson and Todd",TV,1835.12,189429,5906,648,19568.62,2022-06-25,2023-10-08,Conversion,Europe
"Tran, Logan and Cross",Email,642.52,37680,2693,579,45960.27,2022-03-23,2022-05-29,Conversion,Europe
"Lee, Jones and Gonzalez",TV,1762.15,118301,1629,126,7175.72,2024-06-08,2024-10-28,Awareness,North America
"Kane, Jones and Williams",Radio,1425.71,127519,4004,146,5314.57,2022-11-10,2024-03-02,Awareness,India
Brown LLC,Radio,4087.44,403491,4923,211,19161.98,2022-11-27,2023-08-05,Retargeting,Europe
Hayes-Martinez,Social Media,2583.38,145319,7448,1662,92851.71,2022-11-22,2024-04-10,Conversion,South America
Clay LLC,Search Engine,3506.21,198152,21313,5519,161281.66,2022-09-20,2024-02-25,Retargeting,Europe
"Rodriguez, Schmidt and Branch",Search Engine,3531.51,225874,22983,3716,263152.09,2023-12-24,2024-05-24,Conversion,Asia
Walsh-Carter,TV,1968.4,96337,4197,324,26033.62,2022-10-18,2024-10-29,Retargeting,Asia
Estrada-Taylor,Email,370.7,14067,2432,449,24942.4,2024-05-03,2024-11-22,Conversion,South America
"Baker, Raymond and Powers",Social Media,1185.21,55473,4102,467,27255.4,2022-07-26,2022-11-09,Conversion,North America
Rose and Sons,Radio,3005.39,220636,7849,305,16963.7,2024-09-05,2024-09-06,Retargeting,Asia
Boyle Group,Email,312.14,10200,1077,272,20532.38,2024-01-13,2024-10-01,Conversion,South America
Jones-Hicks,Social Media,500.84,39324,2692,178,17576.26,2022-06-24,2023-03-05,Awareness,South America
"Patton, Rodriguez and Sanders",Search Engine,3738.24,268003,21958,4578,232034.18,2023-03-07,2024-10-11,Conversion,India
"Taylor, Walter and Cochran",Radio,3206.48,164829,2886,81,1329.36,2022-12-23,2023-10-30,Retargeting,North America
Sexton Inc,Social Media,2210.72,120586,12874,643,7344.0,2024-02-11,2024-10-21,Awareness,India
"Davis, Novak and Wells",Radio,2911.19,344130,9433,443,29049.68,2021-12-29,2022-12-23,Awareness,Europe
Harrington-Watson,Radio,5314.67,378969,21130,1104,59298.86,2023-02-08,2024-11-17,Awareness,India
"Hernandez, White and Berry",Radio,4506.13,226543,5180,294,20547.78,2024-01-02,2024-12-12,Awareness,North America
Rice-Taylor,Email,828.11,42674,6227,1719,28770.68,2024-09-14,2024-10-28,Retargeting,North America
"Hunt, Welch and Brown",Search Engine,2328.56,146220,16236,1967,122947.9,2024-08-11,2024-09-25,Retargeting,Asia
"Gay, Wolfe and Conley",Email,917.67,50436,8107,1742,112615.4,2021-12-25,2022-03-07,Retargeting,Europe
Bennett-Davis,Social Media,2400.77,155111,17764,1321,76486.03,2023-03-31,2023-08-20,Retargeting,India
"Brown, Kennedy and Lester",TV,4461.44,282977,8365,424,40042.32,2022-07-26,2024-10-11,Conversion,India
"Thompson, Dean and Ramirez",Search Engine,1129.31,70763,4095,757,28392.05,2023-06-15,2024-06-08,Retargeting,South America
Mahoney PLC,TV,3896.42,304207,11866,912,62598.95,2022-12-05,2024-06-28,Awareness,India
"Thomas, James and Davenport",Email,719.63,34941,4350,1422,56038.93,2024-01-09,2024-07-05,Retargeting,Europe
"Collins, Brown and Rodriguez",TV,5116.33,353544,18844,514,10660.71,2024-07-19,2024-12-01,Retargeting,North America
Turner-Miller,Search Engine,1697.84,70150,6535,830,47256.11,2024-03-23,2024-11-26,Retargeting,South America
"Harrell, Garner and Young",Search Engine,3218.17,157758,12136,3054,269518.53,2022-01-26,2024-12-03,Conversion,North America
"Woods, Cooke and Alexander",Social Media,5808.56,169558,11361,1767,17549.54,2022-03-23,2023-07-12,Awareness,India
Guerrero-Gonzalez,Radio,4643.08,246335,5343,136,9045.94,2024-11-16,2024-11-23,Awareness,India
"Lloyd, Johnson and Miller",TV,1028.26,77603,4032,167,17700.97,2022-11-23,2024-10-11,Retargeting,Europe
Sanchez LLC,TV,2578.17,106553,4653,273,21252.73,2022-07-14,2024-04-29,Conversion,South America
George-Taylor,Email,1588.44,27290,3034,280,1534.87,2024-05-19,2024-11-21,Conversion,North America
"Ryan, Jones and Hayes",Radio,3350.39,268605,3275,142,11456.52,2023-01-10,2024-03-18,Awareness,South America
Campbell-Neal,Search Engine,2013.47,100887,10409,2169,132864.4,2023-09-29,2024-09-21,Awareness,India
"Keller, Murphy and Russell",Social Media,2290.17,136895,8751,889,28119.67,2023-08-15,2024-04-18,Conversion,South America
Reese-Young,TV,4787.57,265188,3511,58,1197.51,2024-08-24,2024-10-10,Conversion,Europe
"Watkins, Gallagher and Vance",Email,800.67,29397,2900,545,40472.1,2023-12-01,2024-10-09,Conversion,North America
"Contreras, Tate and Daniel",Search Engine,1471.12,67547,5020,1021,60996.89,2022-04-05,2022-08-18,Awareness,South America
Buck-Chapman,Social Media,2097.13,129050,4322,295,14240.42,2023-10-11,2024-04-22,Awareness,India
"Galloway, Jones and Edwards",TV,4908.03,354095,18909,1130,71401.19,2023-05-31,2024-06-14,Conversion,Europe
Lawrence LLC,Email,831.73,63906,4376,826,39050.13,2024-10-31,2024-12-16,Conversion,South America
Hart-Wilson,TV,3558.63,334351,7419,229,13326.29,2023-12-29,2024-03-13,Retargeting,North America
"Bryant, Brooks and Cook",Social Media,1677.13,94933,6143,504,29524.41,2023-05-07,2024-11-16,Awareness,Europe
"Richardson, Willis and Lopez",Radio,4238.84,296748,6277,346,10496.78,2022-02-17,2022-06-13,Retargeting,North America
"May, Downs and Miller",Email,571.04,38238,2704,480,13001.85,2022-01-28,2022-07-22,Retargeting,South America
Thompson-Norton,Social Media,2542.75,39088,1028,110,4183.78,2022-11-05,2023-01-10,Conversion,North America
Medina-Berry,Search Engine,3041.02,142013,14579,1556,87783.32,2024-07-09,2024-12-16,Conversion,North America
Evans-Munoz,Social Media,2070.16,102785,11237,1390,50340.04,2022-08-12,2022-10-29,Conversion,North America
Drake-Johnson,Radio,4467.86,294003,15674,1160,68856.07,2024-07-14,2024-09-20,Awareness,North America
Hudson-Smith,Radio,4886.36,280439,12136,679,45766.35,2023-05-11,2024-11-13,Retargeting,South America
"Johnson, Howard and Oneal",TV,4340.62,270133,1974,89,6274.84,2022-06-05,2024-08-20,Awareness,Asia
"Conner, Hines and Martinez",Search Engine,3623.83,241983,17727,3897,143664.73,2022-10-15,2024-02-05,Retargeting,North America
"Hancock, Cochran and Flores",Search Engine,1408.22,90477,9333,1534,30670.27,2024-04-10,2024-12-04,Conversion,Europe
Jones-White,Social Media,1318.15,51466,4541,626,39157.37,2024-08-21,2024-11-28,Retargeting,South America
Martinez-Allen,TV,1790.44,143453,3488,145,11527.86,2023-01-03,2024-12-10,Awareness,North America
Simmons LLC,Search Engine,3955.77,206392,14424,2636,169877.15,2024-09-26,2024-12-02,Retargeting,South America
Hill-Hughes,Social Media,8296.92,85889,6313,1029,9616.09,2022-05-11,2024-07-10,Awareness,Europe
Reed LLC,TV,2394.39,246991,9335,838,69707.57,2023-08-03,2024-06-20,Awareness,South America
